SampleID,adiv_observed_otus,temperature_deg_c,ph,salinity_psu,oxygen_mg_per_l,phosphate_umol_per_l,ammonium_umol_per_l,nitrate_umol_per_l,sulfate_umol_per_l
X1030.TVF.2010.Loc5.D0.Rep5,575,,,,,,,,
X1030.TVF.2004.Loc2.D0.Rep3,988,,,,,,,,
X1030.TVF.2004.Loc4.D0.Rep1,492,,,,,,,,
X1030.TVF.2004.Loc5.D0.Rep4,765,,,,,,,,
X1030.TVF.Control.Loc2.D10.Rep2,390,,,,,,,,
X1030.TVF.Control.Loc3.D10.Rep5,296,,,,,,,,
X1030.TVF.Control.Loc1.D0.Rep3,264,,,,,,,,
X1030.TVF.Control.Loc3.D0.Rep1,558,,,,,,,,
X1030.TVF.Control.Loc4.D0.Rep4,530,,,,,,,,
X1030.TVF.2010.Loc1.D0.Rep2,472,,,,,,,,
X1030.TVF.2010.Loc2.D0.Rep5,382,,,,,,,,
X1030.TVF.2010.Loc4.D0.Rep3,474,,,,,,,,
X1030.TVF.2004.Loc1.D0.Rep1,580,,,,,,,,
X1030.TVF.2004.Loc2.D0.Rep4,683,,,,,,,,
X1030.TVF.2004.Loc4.D0.Rep2,647,,,,,,,,
X1030.TVF.2004.Loc5.D0.Rep5,828,,,,,,,,
X1030.TVF.Control.Loc2.D10.Rep3,411,,,,,,,,
X1030.TVF.Control.Loc4.D10.Rep1,348,,,,,,,,
X1030.TVF.Control.Loc1.D0.Rep4,,,,,,,,,
X1030.TVF.Control.Loc3.D0.Rep2,542,,,,,,,,
X1030.TVF.Control.Loc4.D0.Rep5,781,,,,,,,,
X1030.TVF.2010.Loc1.D0.Rep3,505,,,,,,,,
X1030.TVF.2010.Loc3.D0.Rep1,595,,,,,,,,
X1030.TVF.2010.Loc4.D0.Rep4,658,,,,,,,,
X1030.TVF.2004.Loc1.D0.Rep2,516,,,,,,,,
X1030.TVF.2004.Loc2.D0.Rep5,999,,,,,,,,
X1030.TVF.2004.Loc4.D0.Rep3,534,,,,,,,,
X1030.TVF.Control.Loc1.D10.Rep1,287,,,,,,,,
X1030.TVF.Control.Loc2.D10.Rep4,435,,,,,,,,
X1030.TVF.Control.Loc4.D10.Rep2,299,,,,,,,,
X1030.TVF.Control.Loc1.D0.Rep5,117,,,,,,,,
X1030.TVF.Control.Loc3.D0.Rep3,431,,,,,,,,
X1030.TVF.Control.Loc5.D0.Rep1,432,,,,,,,,
X1030.TVF.2010.Loc1.D0.Rep4,337,,,,,,,,
X1030.TVF.2010.Loc3.D0.Rep2,506,,,,,,,,
X1030.TVF.2010.Loc4.D0.Rep5,547,,,,,,,,
X1030.TVF.2004.Loc1.D0.Rep3,614,,,,,,,,
X1030.TVF.2004.Loc3.D0.Rep1,812,,,,,,,,
X1030.TVF.2004.Loc4.D0.Rep4,479,,,,,,,,
X1030.TVF.Control.Loc1.D10.Rep2,317,,,,,,,,
X1030.TVF.Control.Loc2.D10.Rep5,482,,,,,,,,
X1030.TVF.Control.Loc4.D10.Rep3,554,,,,,,,,
X1030.TVF.Control.Loc2.D0.Rep1,348,,,,,,,,
X1030.TVF.Control.Loc3.D0.Rep4,473,,,,,,,,
X1030.TVF.Control.Loc5.D0.Rep2,344,,,,,,,,
X1030.TVF.2010.Loc1.D0.Rep5,556,,,,,,,,
X1030.TVF.2010.Loc3.D0.Rep3,401,,,,,,,,
X1030.TVF.2010.Loc5.D0.Rep1,370,,,,,,,,
X1030.TVF.2004.Loc1.D0.Rep4,583,,,,,,,,
X1030.TVF.2004.Loc3.D0.Rep2,910,,,,,,,,
X1030.TVF.2004.Loc4.D0.Rep5,974,,,,,,,,
X1030.TVF.Control.Loc1.D10.Rep3,236,,,,,,,,
X1030.TVF.Control.Loc3.D10.Rep1,402,,,,,,,,
X1030.TVF.Control.Loc4.D10.Rep4,406,,,,,,,,
X1030.TVF.Control.Loc2.D0.Rep2,784,,,,,,,,
X1030.TVF.Control.Loc3.D0.Rep5,315,,,,,,,,
X1030.TVF.Control.Loc5.D0.Rep3,268,,,,,,,,
X1030.TVF.2010.Loc2.D0.Rep1,421,,,,,,,,
X1030.TVF.2010.Loc3.D0.Rep4,588,,,,,,,,
X1030.TVF.2010.Loc5.D0.Rep2,319,,,,,,,,
X1030.TVF.2004.Loc1.D0.Rep5,,,,,,,,,
X1030.TVF.2004.Loc3.D0.Rep3,636,,,,,,,,
X1030.TVF.2004.Loc5.D0.Rep1,941,,,,,,,,
X1030.TVF.Control.Loc1.D10.Rep4,311,,,,,,,,
X1030.TVF.Control.Loc3.D10.Rep2,748,,,,,,,,
X1030.TVF.Control.Loc4.D10.Rep5,459,,,,,,,,
X1030.TVF.Control.Loc2.D0.Rep3,805,,,,,,,,
X1030.TVF.Control.Loc4.D0.Rep1,721,,,,,,,,
X1030.TVF.Control.Loc5.D0.Rep4,531,,,,,,,,
X1030.TVF.2010.Loc2.D0.Rep2,288,,,,,,,,
X1030.TVF.2010.Loc3.D0.Rep5,577,,,,,,,,
X1030.TVF.2010.Loc5.D0.Rep3,594,,,,,,,,
X1030.TVF.2004.Loc2.D0.Rep1,955,,,,,,,,
X1030.TVF.2004.Loc3.D0.Rep4,784,,,,,,,,
X1030.TVF.2004.Loc5.D0.Rep2,786,,,,,,,,
X1030.TVF.Control.Loc1.D10.Rep5,520,,,,,,,,
X1030.TVF.Control.Loc3.D10.Rep3,346,,,,,,,,
X1030.TVF.Control.Loc5.D10.Rep1,617,,,,,,,,
X1030.TVF.2010.Loc1.D10.Rep4,794,,,,,,,,
X1030.TVF.2010.Loc3.D10.Rep2,717,,,,,,,,
X1030.TVF.Control.Loc5.D10.Rep2,343,,,,,,,,
X1030.TVF.2010.Loc1.D10.Rep5,734,,,,,,,,
X1030.TVF.2010.Loc3.D10.Rep3,866,,,,,,,,
X1030.TVF.Control.Loc5.D10.Rep3,385,,,,,,,,
X1030.TVF.2010.Loc2.D10.Rep1,492,,,,,,,,
X1030.TVF.2010.Loc3.D10.Rep4,1034,,,,,,,,
X1030.TVF.Control.Loc5.D10.Rep4,485,,,,,,,,
X1030.TVF.2010.Loc2.D10.Rep2,478,,,,,,,,
X1030.TVF.2010.Loc3.D10.Rep5,952,,,,,,,,
X1030.TVF.Control.Loc5.D10.Rep5,236,,,,,,,,
X1030.TVF.2010.Loc2.D10.Rep3,561,,,,,,,,
X1030.TVF.2010.Loc4.D10.Rep1,813,,,,,,,,
X1030.TVF.2010.Loc4.D10.Rep5,777,,,,,,,,
X1030.TVF.2010.Loc1.D10.Rep1,882,,,,,,,,
X1030.TVF.2010.Loc2.D10.Rep4,546,,,,,,,,
X1030.TVF.2010.Loc4.D10.Rep2,566,,,,,,,,
X1030.TVF.2010.Loc5.D10.Rep1,661,,,,,,,,
X1030.TVF.2010.Loc1.D10.Rep2,583,,,,,,,,
X1030.TVF.2010.Loc2.D10.Rep5,399,,,,,,,,
X1030.TVF.2010.Loc4.D10.Rep3,786,,,,,,,,
X1030.TVF.2010.Loc5.D10.Rep2,651,,,,,,,,
X1030.TVF.2010.Loc1.D10.Rep3,847,,,,,,,,
X1030.TVF.2010.Loc3.D10.Rep1,869,,,,,,,,
X1030.TVF.2010.Loc4.D10.Rep4,717,,,,,,,,
X1030.TVF.2010.Loc5.D10.Rep3,485,,,,,,,,
X1030.TVF.2004.Loc2.D10.Rep1,639,,,,,,,,
X1030.TVF.2004.Loc3.D10.Rep4,661,,,,,,,,
X1030.TVF.2010.Loc5.D10.Rep4,733,,,,,,,,
X1030.TVF.2004.Loc2.D10.Rep2,781,,,,,,,,
X1030.TVF.2004.Loc3.D10.Rep5,714,,,,,,,,
X1030.TVF.2010.Loc5.D10.Rep5,702,,,,,,,,
X1030.TVF.2004.Loc2.D10.Rep3,867,,,,,,,,
X1030.TVF.2004.Loc5.D10.Rep3,562,,,,,,,,
X1030.TVF.2004.Loc1.D10.Rep1,615,,,,,,,,
X1030.TVF.2004.Loc2.D10.Rep4,702,,,,,,,,
X1030.TVF.2004.Loc5.D10.Rep4,705,,,,,,,,
X1030.TVF.2004.Loc1.D10.Rep2,639,,,,,,,,
X1030.TVF.2004.Loc2.D10.Rep5,798,,,,,,,,
X1030.TVF.2004.Loc5.D10.Rep5,501,,,,,,,,
X1030.TVF.2004.Loc1.D10.Rep3,630,,,,,,,,
X1030.TVF.2004.Loc3.D10.Rep1,792,,,,,,,,
X1030.TVF.2004.Loc1.D10.Rep4,624,,,,,,,,
X1030.TVF.2004.Loc3.D10.Rep2,810,,,,,,,,
X1030.TVF.2004.Loc1.D10.Rep5,797,,,,,,,,
X1030.TVF.2004.Loc3.D10.Rep3,574,,,,,,,,
X1031.CHRA3,692,,3.6,,,,,,
X1031.HJDF2,813,,5,,,,,,
X1031.HJDF3,788,,5,,,,,,
X1031.CHDF1,771,,4.1,,,,,,
X1031.HJRA2,854,,5.1,,,,,,
X1031.CHDF2,747,,4.1,,,,,,
X1031.CHRA.1,,,3.6,,,,,,
X1031.HJRA3,882,,5.1,,,,,,
X1031.CHDF3,586,,4.1,,,,,,
X1031.HJDF.1,755,,5,,,,,,
X1031.CHRA2,689,,3.6,,,,,,
X1031.HJRA.1,876,,5.1,,,,,,
X1033.Antarctic.soil.5A.,,,,,,,,,
X1033.Antarctic.soil.4A.,,,,,,,,,
X1033.Antarctic.soil.5B,,,,,,,,,
X1033.Antarctic.soil.4B,,,,,,,,,
X1033.Antarctic.soil.9A.,,,,,,,,,
X1033.Antarctic.soil.9B,,,,,,,,,
X1033.Antarctic.soil.10A.,,,,,,,,,
X1033.Antarctic.soil.10B,,,,,,,,,
X1033.Antarctic.soil.3A.,,,,,,,,,
X1033.Antarctic.soil.3B.,,,,,,,,,
X1033.Antarctic.soil.10A.2.1,553,,,,,,,,
X1033.Antarctic.soil.3B.7.2,231,,,,,,,,
X1033.Antarctic.soil.4C.6.4,213,,,,,,,,
X1033.Antarctic.soil.5C.1.7,327,,,,,,,,
X1033.Antarctic.soil.9A.2.0,72,,,,,,,,
X1034.CHA1,637,,6.33,,,,,,
X1034.CHA10,770,,7.44,,,,,,
X1034.CHA11,1049,,5.59,,,,,,
X1034.CHA12,1213,,5.52,,,,,,
X1034.CHA2,625,,5.49,,,,,,
X1034.CHA3,617,,5.21,,,,,,
X1034.CHB1,76,,6.6,,,,,,
X1034.CHB10,141,,5.05,,,,,,
X1034.CHB2,820,,6.42,,,,,,
X1034.CHB3,58,,5.22,,,,,,
X1034.CHB4,716,,6.62,,,,,,
X1034.CHB5,1074,,6.07,,,,,,
X1034.CHB6,1188,,5.82,,,,,,
X1034.CHB7,501,,5.28,,,,,,
X1034.CHB8,368,,7.89,,,,,,
X1034.CHB9,530,,7.7,,,,,,
X1034.CHC1,245,,5.74,,,,,,
X1034.CHC10,364,,7.88,,,,,,
X1034.CHC11,670,,5.98,,,,,,
X1034.CHC12,987,,5.88,,,,,,
X1034.CHC13,1184,,5.79,,,,,,
X1034.CHC16,1117,,5.03,,,,,,
X1034.CHC17,642,,5.43,,,,,,
X1034.CHC2,139,,6.1,,,,,,
X1034.CHC3,759,,5.89,,,,,,
X1034.CHC4,782,,,,,,,,
X1034.CHC5,790,,,,,,,,
X1034.CHC6,352,,,,,,,,
X1034.CHC7,325,,,,,,,,
X1034.CHC8,592,,,,,,,,
X1034.CHC9,257,,7.71,,,,,,
X1034.CHD1,162,,5.32,,,,,,
X1034.CHD10,1018,,5.14,,,,,,
X1034.CHD11,304,,5.25,,,,,,
X1034.CHD2,644,,5.13,,,,,,
X1034.CHD3,381,,5.47,,,,,,
X1034.CHD4,481,,5.5,,,,,,
X1034.CHD5,740,,5.65,,,,,,
X1034.CHD8,1122,,5.85,,,,,,
X1034.CHD9,998,,5.23,,,,,,
X1034.CHF1,349,,5.39,,,,,,
X1034.CHF2,341,,5.42,,,,,,
X1034.CHF5,865,,5.46,,,,,,
X1034.CHF6,977,,,,,,,,
X1034.CHF10,1297,,5.58,,,,,,
X1034.CHF11,264,,5.83,,,,,,
X1034.CHF12,278,,5.87,,,,,,
X1034.CHF13,127,,6.72,,,,,,
X1034.CHF14,115,,6.78,,,,,,
X1034.CHF7,1072,,5.34,,,,,,
X1034.CHF8,871,,5.03,,,,,,
X1034.CHF9,205,,5.48,,,,,,
X1034.CHG1,305,,6.47,,,,,,
X1034.CHG10,989,,5.12,,,,,,
X1034.CHG11,938,,5.08,,,,,,
X1034.CHG3,425,,5.83,,,,,,
X1034.CHG4,647,,,,,,,,
X1034.CHG9,1312,,5.9,,,,,,
X1034.CHI1,761,,6.15,,,,,,
X1034.CHI10,230,,5.75,,,,,,
X1034.CHI11,410,,5.51,,,,,,
X1034.CHI12,923,,4.33,,,,,,
X1034.CHI13,901,,4.83,,,,,,
X1034.CHI2,804,,6.09,,,,,,
X1034.CHI3,625,,5.66,,,,,,
X1034.CHI4,883,,5.72,,,,,,
X1034.CHI5,,,5.84,,,,,,
X1034.CHI6,103,,6.48,,,,,,
X1034.CHI7,1087,,5.46,,,,,,
X1034.CHI9,200,,6.62,,,,,,
X1034.ZKA1,991,,,,,,,,
X1034.ZKA2,1063,,,,,,,,
X1034.ZKA3,508,,,,,,,,
X1034.ZKA4,1022,,,,,,,,
X1034.ZKB1,1063,,,,,,,,
X1034.ZKB2,792,,,,,,,,
X1034.ZKB4,48,,,,,,,,
X1034.ZKD1,1064,,,,,,,,
X1034.ZKD2,169,,,,,,,,
X1034.ZKD3,292,,,,,,,,
X1034.ZKE2,324,,,,,,,,
X1034.ZKE3,377,,,,,,,,
X1034.ZKE4,43,,,,,,,,
X1034.ZKE5,426,,,,,,,,
X1034.ZKG1,1062,,,,,,,,
X1034.ZKG4,1082,,,,,,,,
X1034.ZKH1,1130,,,,,,,,
X1034.ZKH2,117,,,,,,,,
X1034.ZKH3,504,,,,,,,,
X1034.ZKH4,145,,,,,,,,
X1035.UQ001,365,,6.44,,,,,,
X1035.UQ013,330,,8.88,,,,,,
X1035.UQ014,668,,8.92,,,,,,
X1035.UQ033,,,7.81,,,,,,
X1035.UQ040,591,,8.24,,,,,,
X1035.UQ085,695,,7.91,,,,,,
X1035.UQ089,326,,8.88,,,,,,
X1035.UQ100,357,,8.97,,,,,,
X1035.UQ11002,,,7.94,,,,,,
X1035.UQ11007,313,,9.98,,,,,,
X1035.UQ11010,251,,8.94,,,,,,
X1035.UQ11012,225,,9.11,,,,,,
X1035.UQ11013,,,8.76,,,,,,
X1035.UQ11014,,,8.05,,,,,,
X1035.UQ11015,305,,9.39,,,,,,
X1035.UQ11017,220,,9.25,,,,,,
X1035.UQ11019,,,9.65,,,,,,
X1035.UQ11020,226,,10.03,,,,,,
X1035.UQ11108.1.6,292,,9.31,,,,,,
X1035.UQ11111.2.9,215,,8.64,,,,,,
X1035.UQ11117.0.8,210,,9.5,,,,,,
X1035.UQ11123.1.4,353,,8.8,,,,,,
X1035.UQ11125,308,,9.09,,,,,,
X1035.UQ11126.0.3,306,,8.11,,,,,,
X1035.UQ11127,252,,,,,,,,
X1035.UQ114,,,7.32,,,,,,
X1035.UQ134,385,,8.6,,,,,,
X1035.UQ168,487,,7.91,,,,,,
X1035.UQ171,523,,7.92,,,,,,
X1035.UQ173,329,,8.36,,,,,,
X1035.UQ184,433,,8.16,,,,,,
X1035.UQ203,295,,8.9,,,,,,
X1035.UQ205,132,,9.45,,,,,,
X1035.UQ215,330,,8.36,,,,,,
X1035.UQ223,228,,8.04,,,,,,
X1035.UQ234,327,,8.31,,,,,,
X1035.UQ246,257,,8.25,,,,,,
X1035.UQ249,216,,9.73,,,,,,
X1035.UQ262,733,,8.26,,,,,,
X1035.UQ269,443,,8.06,,,,,,
X1035.UQ271,603,,8.45,,,,,,
X1035.UQ272,371,,8.75,,,,,,
X1035.UQ279,371,,8.05,,,,,,
X1035.UQ288,301,,8.03,,,,,,
X1035.UQ291,323,,9.1,,,,,,
X1035.UQ298,429,,7.71,,,,,,
X1035.UQ299,356,,7.92,,,,,,
X1035.UQ301,558,,7.78,,,,,,
X1035.UQ302,472,,7.89,,,,,,
X1035.UQ311,260,,8.17,,,,,,
X1035.UQ322,464,,7.67,,,,,,
X1035.UQ325,,,7.87,,,,,,
X1035.UQ330,348,,7.86,,,,,,
X1035.UQ351,379,,6.81,,,,,,
X1035.UQ356,253,,7.98,,,,,,
X1035.UQ361,470,,7.65,,,,,,
X1035.UQ362,316,,9.76,,,,,,
X1035.UQ373,523,,8.38,,,,,,
X1035.UQ377,480,,8.4,,,,,,
X1035.UQ382,669,,8.2,,,,,,
X1035.UQ392,328,,8.85,,,,,,
X1035.UQ405,277,,7.98,,,,,,
X1035.UQ409,467,,8.06,,,,,,
X1035.UQ415,547,,8.45,,,,,,
X1035.UQ422,332,,9.51,,,,,,
X1035.UQ423,469,,8.63,,,,,,
X1035.UQ461,302,,,,,,,,
X1035.UQ491,357,,7.92,,,,,,
X1035.UQ496,327,,9.52,,,,,,
X1035.UQ510,142,,8.15,,,,,,
X1035.UQ514,192,,10.04,,,,,,
X1035.UQ517,357,,7.25,,,,,,
X1035.UQ521,324,,8.98,,,,,,
X1035.UQ523,380,,9.44,,,,,,
X1035.UQ556,291,,9.75,,,,,,
X1035.UQ562,227,,8.32,,,,,,
X1035.UQ578,639,,8.62,,,,,,
X1035.UQ585,289,,8.4,,,,,,
X1035.UQ586,461,,8.69,,,,,,
X1035.UQ592,314,,9.05,,,,,,
X1035.UQ599,389,,8.32,,,,,,
X1035.UQ609,161,,7.21,,,,,,
X1035.UQ626,242,,9.96,,,,,,
X1035.UQ631,398,,9.12,,,,,,
X1035.UQ632,316,,8.06,,,,,,
X1035.UQ635,,,7.65,,,,,,
X1035.UQ801,298,,9.2,,,,,,
X1035.UQ802,257,,8.6,,,,,,
X1035.UQ804,249,,8.43,,,,,,
X1035.UQ807,361,,8.8,,,,,,
X1035.UQ817,444,,8.99,,,,,,
X1035.UQ818,424,,8.51,,,,,,
X1035.UQ825,380,,9.7,,,,,,
X1035.UQ829,290,,9.18,,,,,,
X1035.UQ832,293,,8.8,,,,,,
X1035.UQ833,687,,8.78,,,,,,
X1035.UQ841,556,,8.95,,,,,,
X1035.UQ842,358,,9.68,,,,,,
X1035.UQ843,582,,9,,,,,,
X1035.UQ845,281,,9.21,,,,,,
X1035.UQ852,317,,8.53,,,,,,
X1035.UQ855,365,,9.16,,,,,,
X1035.UQ856,266,,9.38,,,,,,
X1035.UQ857,327,,9.4,,,,,,
X1035.UQ858,386,,8.85,,,,,,
X1035.UQ861,273,,8.44,,,,,,
X1035.UQ862,300,,8.66,,,,,,
X1035.UQ863,276,,9.06,,,,,,
X1035.UQ864,260,,9.27,,,,,,
X1035.UQ865,292,,9.04,,,,,,
X1035.UQ866,322,,8.46,,,,,,
X1035.UQ867,430,,8.68,,,,,,
X1035.UQ870,280,,8.89,,,,,,
X1035.UQ871,259,,7.62,,,,,,
X1035.UQ872,187,,8.89,,,,,,
X1035.UQ873,202,,7.86,,,,,,
X1035.UQ878,247,,8.93,,,,,,
X1035.UQ879,260,,9,,,,,,
X1035.UQ886,258,,9.54,,,,,,
X1035.UQ888,172,,9.81,,,,,,
X1035.UQ892,579,,8.99,,,,,,
X1036.P.N.7.2.s.4.1.sequences,475,,6.2,,,,,,
X1036.P.N.7.1.s.4.1.sequences,499,,6.2,,,,,,
X1036.P.N.21.2.s.4.1.sequences,442,,6.2,,,,,,
X1036.P.N.21.1.s.4.1.sequences,495,,6.2,,,,,,
X1036.P.N.2.2.s.4.1.sequences,477,,6.2,,,,,,
X1036.P.N.2.1.s.4.1.sequences,499,,6.2,,,,,,
X1036.P.N.14.2.s.4.1.sequences,481,,6.2,,,,,,
X1036.P.N.14.1.s.4.1.sequences,509,,6.2,,,,,,
X1036.P.C.7.2.s.4.1.sequences,522,,6.2,,,,,,
X1036.P.C.7.1.s.4.1.sequences,523,,6.2,,,,,,
X1036.P.C.21.2.s.4.1.sequences,422,,6.2,,,,,,
X1036.P.C.21.1.s.4.1.sequences,451,,6.2,,,,,,
X1036.P.C.2.2.s.4.1.sequences,487,,6.2,,,,,,
X1036.P.C.2.1.s.4.1.sequences,517,,6.2,,,,,,
X1036.P.C.14.2.s.4.1.sequences,451,,6.2,,,,,,
X1036.P.C.14.1.s.4.1.sequences,519,,6.2,,,,,,
X1036.P.C.0.2.s.4.1.sequences,537,,6.2,,,,,,
X1036.P.C.0.1.s.4.1.sequences,487,,6.2,,,,,,
X1036.P.Ac.7.2.s.4.1.sequences,458,,6.2,,,,,,
X1036.P.Ac.7.1.s.4.1.sequences,509,,6.2,,,,,,
X1036.P.Ac.21.2.s.4.1.sequences,467,,6.2,,,,,,
X1036.P.Ac.21.1.s.4.1.sequences,443,,6.2,,,,,,
X1036.P.Ac.2.2.s.4.1.sequences,459,,6.2,,,,,,
X1036.P.Ac.2.1.s.4.1.sequences,521,,6.2,,,,,,
X1036.P.Ac.14.2.s.4.1.sequences,517,,6.2,,,,,,
X1036.P.Ac.14.1.s.4.1.sequences,485,,6.2,,,,,,
X1036.B.N.7.2.s.4.1.sequences,611,,5.16,,,,,,
X1036.B.N.7.1.s.4.1.sequences,593,,5.16,,,,,,
X1036.B.N.21.2.s.4.1.sequences,542,,5.16,,,,,,
X1036.B.N.21.1.s.4.1.sequences,608,,5.16,,,,,,
X1036.B.N.2.2.s.4.1.sequences,555,,5.16,,,,,,
X1036.B.N.2.1.s.4.1.sequences,600,,5.16,,,,,,
X1036.B.N.14.2.s.4.1.sequences,585,,5.16,,,,,,
X1036.B.N.14.1.s.4.1.sequences,612,,5.16,,,,,,
X1036.B.C.7.2.s.4.1.sequences,574,,5.16,,,,,,
X1036.B.C.7.1.s.4.1.sequences,577,,5.16,,,,,,
X1036.B.C.21.2.s.4.1.sequences,,,5.16,,,,,,
X1036.B.C.21.1.s.4.1.sequences,492,,5.16,,,,,,
X1036.B.C.2.2.s.4.1.sequences,559,,5.16,,,,,,
X1036.B.C.2.1.s.4.1.sequences,631,,5.16,,,,,,
X1036.B.C.14.2.s.4.1.sequences,609,,5.16,,,,,,
X1036.B.C.14.1.s.4.1.sequences,622,,5.16,,,,,,
X1036.B.C.0.2.s.4.1.sequences,616,,5.16,,,,,,
X1036.B.C.0.1.s.4.1.sequences,638,,5.16,,,,,,
X1036.B.Ac.7.2.s.4.1.sequences,590,,5.16,,,,,,
X1036.B.Ac.7.1.s.4.1.sequences,594,,5.16,,,,,,
X1036.B.Ac.21.2.s.4.1.sequences,,,5.16,,,,,,
X1036.B.Ac.21.1.s.4.1.sequences,602,,5.16,,,,,,
X1036.B.Ac.2.2.s.4.1.sequences,613,,5.16,,,,,,
X1036.B.Ac.2.1.s.4.1.sequences,563,,5.16,,,,,,
X1036.B.Ac.14.2.s.4.1.sequences,569,,5.16,,,,,,
X1036.B.Ac.14.1.s.4.1.sequences,463,,5.16,,,,,,
X1036.A.V.2.2.s.4.1.sequences,771,,5.56,,,,,,
X1036.A.V.2.1.s.4.1.sequences,654,,5.56,,,,,,
X1036.A.N.7.2.s.4.1.sequences,730,,5.56,,,,,,
X1036.A.N.7.1.s.4.1.sequences,823,,5.56,,,,,,
X1036.A.N.2.2.s.4.1.sequences,665,,5.56,,,,,,
X1036.A.N.2.1.s.4.1.sequences,747,,5.56,,,,,,
X1036.A.C.2.2.s.4.1.sequences.r,685,,5.56,,,,,,
X1036.A.C.2.2.s.4.1.sequences,802,,5.56,,,,,,
X1036.A.C.2.1.s.4.1.sequences.r,736,,5.56,,,,,,
X1036.A.C.2.1.s.4.1.sequences,773,,5.56,,,,,,
X1036.A.C.0.2.s.4.1.sequences,776,,5.56,,,,,,
X1036.A.C.0.1.s.4.1.sequences,785,,5.56,,,,,,
X1036.A.Ac.2.2.s.4.1.sequences.r,735,,5.56,,,,,,
X1036.A.Ac.2.2.s.4.1.sequences,646,,5.56,,,,,,
X1036.A.Ac.2.1.s.4.1.sequences.r,676,,5.56,,,,,,
X1036.A.Ac.2.1.s.4.1.sequences,710,,5.56,,,,,,
X1037.IDF1.OM2C0.MIN,833,,,,,,,,
X1037.IDF1.OM2C0.ORG,960,,,,,,,,
X1037.IDF1.REF.MIN,770,,,,,,,,
X1037.IDF1.REF.ORG,654,,,,,,,,
X1037.IDF2.OM2C0.MIN,835,,,,,,,,
X1037.IDF2.OM2C0.ORG,916,,,,,,,,
X1037.IDF2.REF.MIN,793,,,,,,,,
X1037.IDF2.REF.ORG,891,,,,,,,,
X1037.IDF3.OM2C0.MIN,891,,,,,,,,
X1037.IDF3.OM2C0.ORG,809,,,,,,,,
X1037.IDF3.REF.MIN,857,,,,,,,,
X1037.IDF3.REF.ORG,818,,,,,,,,
X1037.SBS1.OM2C0.MIN,595,,,,,,,,
X1037.SBS1.OM2C0.ORG,703,,,,,,,,
X1037.SBS1.REF.MIN,636,,,,,,,,
X1037.SBS1.REF.ORG,711,,,,,,,,
X1037.SBS2.OM2C0.MIN,707,,,,,,,,
X1037.SBS2.OM2C0.ORG,695,,,,,,,,
X1037.SBS2.REF.MIN,654,,,,,,,,
X1037.SBS2.REF.ORG,589,,,,,,,,
X1037.SBS3.OM2C0.MIN,789,,,,,,,,
X1037.SBS3.OM2C0.ORG,939,,,,,,,,
X1037.SBS3.REF.MIN,1144,,,,,,,,
X1037.SBS3.REF.ORG,992,,,,,,,,
X1038.MF1,835,,4.8,,,,,,
X1038.DC3,725,,5,,,,,,
X1038.HR2,1007,,,,,,,,
X1038.MF2.1,847,,4.8,,,,,,
X1038.SP1,1006,,5.9,,,,,,
X1038.HR3,986,,,,,,,,
X1038.MF2.2,836,,4.8,,,,,,
X1038.SP2,857,,5.9,,,,,,
X1038.DIRT12,788,,,,,,,,
X1038.SP3,724,,5.9,,,,,,
X1038.DIRT08,712,,,,,,,,
X1038.MR1,990,,5.5,,,,,,
X1038.CH1,616,,3.8,,,,,,
X1038.DIRT14,788,,,,,,,,
X1038.MR2,954,,5.5,,,,,,
X1038.CH2,600,,3.8,,,,,,
X1038.DC1,828,,5,,,,,,
X1038.MR3,957,,5.5,,,,,,
X1038.CH3,594,,3.8,,,,,,
X1038.DC2,858,,5,,,,,,
X1038.HR1,1019,,,,,,,,
X1039.I.Fundao.HB,449,,,,,,,,
X1039.I.Fundao.SA,492,,,,,,,,
X1039.I.Fundao.SB,518,,,,,,,,
X1039.I.Fundao.SB.7.8,461,,,,,,,,
X1039.L.Jacarepia.HB,428,,,,,,,,
X1039.L.Jacarepia.SA,900,,,,,,,,
X1039.L.Jacarepia.SB,983,,,,,,,,
X1039.L.Jacarepia.SB.1.6,460,,,,,,,,
X1039.L.Vermelha.HC,472,,,,,,,,
X1039.L.Vermelha.SA,802,,,,,,,,
X1039.L.Vermelha.SB,779,,,,,,,,
X1039.L.Vermelha.SC.2.3,538,,,,,,,,
X1039.P.Abraao.HA,403,,,,,,,,
X1039.P.Abraao.SA.,670,,,,,,,,
X1039.P.Abraao.SA.1.4,494,,,,,,,,
X1039.P.Abraao.SB,731,,,,,,,,
X1039.P.Dois.Rios.HA,,,,,,,,,
X1039.P.Dois.Rios.SA,957,,,,,,,,
X1039.P.Dois.Rios.SA.1.7,835,,,,,,,,
X1039.P.Dois.Rios.SB,900,,,,,,,,
X1039.P.Massambaba.HA,420,,,,,,,,
X1039.P.Massambaba.SA,585,,,,,,,,
X1039.P.Massambaba.SA.1.4,465,,,,,,,,
X1039.P.Massambaba.SA.1.4.a,,,,,,,,,
X1039.P.Massambaba.SB,589,,,,,,,,
X1041.M028.5,266,3.5298,8.263,0.1357,,,,,
X1041.M028.10,262,3.5449,8.273,0.1359,,,,,
X1041.M028.20,254,3.5413,8.293,0.1358,,,,,
X1041.M028.50,288,3.4949,8.289,0.1359,,,,,
X1041.M028.100,275,3.4929,8.284,0.1358,,,,,
