SampleID,temperature_deg_c,ph,salinity_psu,oxygen_mg_per_l,phosphate_umol_per_l,ammonium_umol_per_l,nitrate_umol_per_l,sulfate_umol_per_l,chao1,shannon,observed
1736.B12.0609,NA,NA,NA,NA,NA,NA,NA,NA,2091.512048,8.150842891,1231
1736.B12.0610,NA,NA,NA,NA,NA,NA,NA,NA,1950.446701,8.082579116,1289
1736.B12.0611,NA,NA,NA,NA,NA,NA,NA,NA,1892.796875,8.183521995,1256
1736.B12.1109,NA,NA,NA,NA,NA,NA,NA,NA,2011.124424,8.413957265,1333
1736.B12.1111,NA,NA,NA,NA,NA,NA,NA,NA,1689.057143,7.776793212,1122
1736.B13b.0510,NA,NA,NA,NA,NA,NA,NA,NA,1901.567568,8.3431929,1310
1736.B13b.0611,NA,NA,NA,NA,NA,NA,NA,NA,1779.476923,8.27395944,1231
1736.B13b.0709,NA,NA,NA,NA,NA,NA,NA,NA,1809.385027,8.094351993,1220
1736.B13b.1109,NA,NA,NA,NA,NA,NA,NA,NA,2024.643172,8.536291789,1374
1736.B13b.1110,NA,NA,NA,NA,NA,NA,NA,NA,1871.290155,8.416425417,1248
1736.B13b.1211,NA,NA,NA,NA,NA,NA,NA,NA,1770.540816,8.126758793,1213
1736.B15.0610,NA,NA,NA,NA,NA,NA,NA,NA,1775.829268,8.564774547,1272
1736.B15.1109,NA,NA,NA,NA,NA,NA,NA,NA,1863.339806,8.453159323,1277
1736.B15.1110,NA,NA,NA,NA,NA,NA,NA,NA,1981.214286,8.316810703,1301
1736.B15.1111,NA,NA,NA,NA,NA,NA,NA,NA,1850.165094,8.276119247,1257
1736.B16.0609,NA,NA,NA,NA,NA,NA,NA,NA,1825.855,7.989632084,1217
1736.B16.0610,NA,NA,NA,NA,NA,NA,NA,NA,1866.989071,8.286566354,1257
1736.B16.0711,NA,NA,NA,NA,NA,NA,NA,NA,1958.778302,8.314148723,1305
1736.B16.1109,NA,NA,NA,NA,NA,NA,NA,NA,2035.476923,8.285514084,1322
1736.B16.1110,NA,NA,NA,NA,NA,NA,NA,NA,1879.574257,8.188074767,1262
1736.B17.0111,NA,NA,NA,NA,NA,NA,NA,NA,1781.562874,7.856109947,1130
1736.B17.0609,NA,NA,NA,NA,NA,NA,NA,NA,1753.8,8.097536969,1191
1736.B17.0710,NA,NA,NA,NA,NA,NA,NA,NA,1873.315789,8.133311442,1262
1736.B17.1109,NA,NA,NA,NA,NA,NA,NA,NA,1961.35,8.331012012,1297
1736.B18.0610,NA,NA,NA,NA,NA,NA,NA,NA,1806.090452,8.028036768,1238
1736.B18.1109,NA,NA,NA,NA,NA,NA,NA,NA,1865.735135,7.413404768,1186
1736.B18.1210,NA,NA,NA,NA,NA,NA,NA,NA,1609.286585,8.034110559,1088
1736.B19.0111,NA,NA,NA,NA,NA,NA,NA,NA,1492.359155,7.017723051,936
1736.B19.0210,NA,NA,NA,NA,NA,NA,NA,NA,1616.656716,7.531692731,994
1736.B19.0810,NA,NA,NA,NA,NA,NA,NA,NA,1523.141304,7.602285827,1063
1736.B20.0610,NA,NA,NA,NA,NA,NA,NA,NA,1844.108247,8.274918024,1254
1736.B20.0611,NA,NA,NA,NA,NA,NA,NA,NA,1791.583333,8.25717583,1266
1736.B20.0709,NA,NA,NA,NA,NA,NA,NA,NA,1980.546296,8.640971328,1382
1736.B20.1109,NA,NA,NA,NA,NA,NA,NA,NA,2001.090452,8.348329377,1323
1736.B20.1111,NA,NA,NA,NA,NA,NA,NA,NA,1880.187817,7.773894414,1252
1736.B20.1210,NA,NA,NA,NA,NA,NA,NA,NA,1571.663415,8.028087507,1128
1736.B22b.0111,NA,NA,NA,NA,NA,NA,NA,NA,1473.377483,7.368097705,999
1736.B22b.0610,NA,NA,NA,NA,NA,NA,NA,NA,1984.005714,8.226758687,1274
1736.B22b.0611,NA,NA,NA,NA,NA,NA,NA,NA,1776.264045,7.885074124,1178
1736.B23.0111,NA,NA,NA,NA,NA,NA,NA,NA,1653.505618,7.607628589,1101
1736.B23.0610,NA,NA,NA,NA,NA,NA,NA,NA,1834.688442,8.197409428,1257
1736.B23.0611,NA,NA,NA,NA,NA,NA,NA,NA,1742.664894,7.987169178,1186
1736.B23.0709,NA,NA,NA,NA,NA,NA,NA,NA,1713.849765,7.966899278,1203
1736.B23.1109,NA,NA,NA,NA,NA,NA,NA,NA,1731.795349,8.314277108,1264
1736.B23.1211,NA,NA,NA,NA,NA,NA,NA,NA,1619.479532,7.463222076,1070
1736.B24.0709,NA,NA,NA,NA,NA,NA,NA,NA,1974.04918,8.067272688,1262
1736.B24.0710,NA,NA,NA,NA,NA,NA,NA,NA,1822.593607,8.185840529,1280
1736.B24.1109,NA,NA,NA,NA,NA,NA,NA,NA,2035.944724,8.39552043,1350
1736.B25.0211,NA,NA,NA,NA,NA,NA,NA,NA,1594.876812,7.883859815,1031
1736.B25.0609,NA,NA,NA,NA,NA,NA,NA,NA,1626.978947,8.010772198,1155
1736.B25.0710,NA,NA,NA,NA,NA,NA,NA,NA,1856.724138,7.917907436,1171
1736.B25.0711,NA,NA,NA,NA,NA,NA,NA,NA,1802.35,7.916232788,1169
1736.B25.1109,NA,NA,NA,NA,NA,NA,NA,NA,1677.597087,8.04987911,1185
1736.B26b.0711,NA,NA,NA,NA,NA,NA,NA,NA,1804.108696,8.067369101,1200
1736.B27.0211,NA,NA,NA,NA,NA,NA,NA,NA,1648.291667,7.769027165,1089
1736.B27.0510,NA,NA,NA,NA,NA,NA,NA,NA,1684.222222,8.144290936,1224
1736.B27.0609,NA,NA,NA,NA,NA,NA,NA,NA,1831.994565,8.184326117,1233
1736.B27.0611,NA,NA,NA,NA,NA,NA,NA,NA,1885.59322,8.001668046,1217
1736.B27.1109,NA,NA,NA,NA,NA,NA,NA,NA,2009.476923,8.394599368,1336
1736.B28b.0110,NA,NA,NA,NA,NA,NA,NA,NA,1971.884393,8.170140695,1245
1736.B28b.0610,NA,NA,NA,NA,NA,NA,NA,NA,1935.825,8.040875905,1297
1736.B28b.0909,NA,NA,NA,NA,NA,NA,NA,NA,2002.555556,8.437345205,1356
1736.B28b.1110,NA,NA,NA,NA,NA,NA,NA,NA,1821.165803,8.119747379,1208
1736.B28b.1111,NA,NA,NA,NA,NA,NA,NA,NA,1705.105263,8.216031168,1206
1736.B29.0211,NA,NA,NA,NA,NA,NA,NA,NA,1619.098039,7.497586972,1044
1736.B29.0510,NA,NA,NA,NA,NA,NA,NA,NA,1593.181818,8.037926617,1147
1736.B29.0709,NA,NA,NA,NA,NA,NA,NA,NA,1762.089385,8.095264625,1162
1736.B29.0711,NA,NA,NA,NA,NA,NA,NA,NA,1698.08284,7.915953227,1124
1736.B29.1109,NA,NA,NA,NA,NA,NA,NA,NA,1893.413793,8.227257116,1269
1736.B29.1111,NA,NA,NA,NA,NA,NA,NA,NA,1668.843243,7.787288902,1113
1736.B3.0211,NA,NA,NA,NA,NA,NA,NA,NA,1697.783333,8.060170967,1144
1736.B3.0611,NA,NA,NA,NA,NA,NA,NA,NA,1973.898678,8.347334509,1361
1736.B3.1109,NA,NA,NA,NA,NA,NA,NA,NA,2161.897959,8.65924917,1386
1736.B3.1111,NA,NA,NA,NA,NA,NA,NA,NA,1989.733696,8.282348191,1262
1736.B30.0110,NA,NA,NA,NA,NA,NA,NA,NA,1567.853659,7.690202651,970
1736.B30.0610,NA,NA,NA,NA,NA,NA,NA,NA,1625.769231,7.854275434,1140
1736.B30.0711,NA,NA,NA,NA,NA,NA,NA,NA,1729.612717,7.929224532,1156
1736.B30.0809,NA,NA,NA,NA,NA,NA,NA,NA,1666.870787,7.860252235,1139
1736.B30.1111,NA,NA,NA,NA,NA,NA,NA,NA,1618.005882,7.448524708,1083
1736.B32.0510,NA,NA,NA,NA,NA,NA,NA,NA,1781.14,8.208266384,1223
1736.B32.0611,NA,NA,NA,NA,NA,NA,NA,NA,1912.54023,8.158393552,1238
1736.B32.0709,NA,NA,NA,NA,NA,NA,NA,NA,1835.874372,8.008408519,1214
1736.B32.1211,NA,NA,NA,NA,NA,NA,NA,NA,1548.5,7.50466166,1031
1736.B33.0510,NA,NA,NA,NA,NA,NA,NA,NA,1876.867299,8.40694177,1288
1736.B33.1109,NA,NA,NA,NA,NA,NA,NA,NA,2077.513514,8.677908702,1390
1736.B33.1111,NA,NA,NA,NA,NA,NA,NA,NA,1642.951923,7.996281996,1168
1736.B34.0111,NA,NA,NA,NA,NA,NA,NA,NA,1734.338462,7.782282065,1200
1736.B34.0609,NA,NA,NA,NA,NA,NA,NA,NA,1876.984375,8.165593164,1253
1736.B34.0611,NA,NA,NA,NA,NA,NA,NA,NA,1855.909091,8.131087975,1305
1736.B34.0710,NA,NA,NA,NA,NA,NA,NA,NA,1881.625,8.183624692,1328
1736.B34.1109,NA,NA,NA,NA,NA,NA,NA,NA,2098.68,8.549365168,1408
1736.B35.0110,NA,NA,NA,NA,NA,NA,NA,NA,1694.958824,7.982728766,1132
1736.B35.0211,NA,NA,NA,NA,NA,NA,NA,NA,1450.335329,7.454506925,1010
1736.B35.0510,NA,NA,NA,NA,NA,NA,NA,NA,1940.61194,8.164963377,1277
1736.B35.0709,NA,NA,NA,NA,NA,NA,NA,NA,1803.875,8.103208429,1241
1736.B35.0711,NA,NA,NA,NA,NA,NA,NA,NA,1952.777202,8.085782924,1267
1736.B38.0211,NA,NA,NA,NA,NA,NA,NA,NA,1699.877095,7.93489683,1138
1736.B38.0610,NA,NA,NA,NA,NA,NA,NA,NA,1887.852564,7.820823791,1154
1736.B38.0611,NA,NA,NA,NA,NA,NA,NA,NA,1710.839572,7.737430267,1173
1736.B38.0709,NA,NA,NA,NA,NA,NA,NA,NA,1713.913706,7.777485678,1185
1736.B38.1109,NA,NA,NA,NA,NA,NA,NA,NA,1913.064516,8.296962706,1296
1736.B39c.0211,NA,NA,NA,NA,NA,NA,NA,NA,1585.223464,8.04409273,1096
1736.B39c.0611,NA,NA,NA,NA,NA,NA,NA,NA,1842.648352,8.076606557,1211
1736.B39c.0710,NA,NA,NA,NA,NA,NA,NA,NA,1827.214286,8.201022958,1266
1736.B39c.1111,NA,NA,NA,NA,NA,NA,NA,NA,1738.25,7.124289542,1085
1736.B4.0110,NA,NA,NA,NA,NA,NA,NA,NA,1665.764045,8.09678919,1150
1736.B4.0211,NA,NA,NA,NA,NA,NA,NA,NA,1712.84375,7.8169935,1163
1736.B4.0710,NA,NA,NA,NA,NA,NA,NA,NA,2117.127962,8.616257677,1399
1736.B4.0711,NA,NA,NA,NA,NA,NA,NA,NA,2215.719388,8.705225205,1420
1736.B40b.0610,NA,NA,NA,NA,NA,NA,NA,NA,1787.319149,7.806489974,1124
1736.B40b.0611,NA,NA,NA,NA,NA,NA,NA,NA,1716.4,8.075399983,1162
1736.B40b.1009,NA,NA,NA,NA,NA,NA,NA,NA,1705.777778,7.929762005,1191
1736.B40b.1109,NA,NA,NA,NA,NA,NA,NA,NA,1677.223602,7.938739222,1107
1736.B40b.1210,NA,NA,NA,NA,NA,NA,NA,NA,1502.4,7.498167769,981
1736.B42b.0610,NA,NA,NA,NA,NA,NA,NA,NA,1911.401826,8.251347851,1328
1736.B42b.0611,NA,NA,NA,NA,NA,NA,NA,NA,1830.783333,7.906978961,1208
1736.B42b.0709,NA,NA,NA,NA,NA,NA,NA,NA,1893.860465,7.910213963,1203
1736.B42b.1109,NA,NA,NA,NA,NA,NA,NA,NA,1939.794521,8.141867062,1326
1736.B42b.1110,NA,NA,NA,NA,NA,NA,NA,NA,2027.730964,8.246078258,1289
1736.B43.0211,NA,NA,NA,NA,NA,NA,NA,NA,1295.589286,6.835520913,778
1736.B43.0610,NA,NA,NA,NA,NA,NA,NA,NA,1765.910615,7.648707152,1137
1736.B43.1109,NA,NA,NA,NA,NA,NA,NA,NA,1794.924779,8.304532065,1282
1736.B44.0609,NA,NA,NA,NA,NA,NA,NA,NA,1732.452632,7.915429472,1196
1736.B44.0610,NA,NA,NA,NA,NA,NA,NA,NA,1792.368421,8.20209047,1256
1736.B44.0611,NA,NA,NA,NA,NA,NA,NA,NA,1677.538462,8.081558457,1180
1736.B44.1109,NA,NA,NA,NA,NA,NA,NA,NA,1742.854839,8.100708454,1190
1736.B44.1211,NA,NA,NA,NA,NA,NA,NA,NA,1625.723404,7.788057254,1112
1736.B46.0610,NA,NA,NA,NA,NA,NA,NA,NA,1769.405714,8.015261277,1174
1736.B46.0611,NA,NA,NA,NA,NA,NA,NA,NA,1839.985577,7.754729346,1233
1736.B46.0709,NA,NA,NA,NA,NA,NA,NA,NA,1922.11413,8.185009565,1271
1736.B46.1109,NA,NA,NA,NA,NA,NA,NA,NA,1766.010471,8.293790858,1230
1736.B46.1110,NA,NA,NA,NA,NA,NA,NA,NA,1555.59375,7.736905699,1029
1736.B46.1111,NA,NA,NA,NA,NA,NA,NA,NA,1852.09434,7.874603466,1153
1736.B47b.0211,NA,NA,NA,NA,NA,NA,NA,NA,1582.493671,7.645049604,1057
1736.B47b.0611,NA,NA,NA,NA,NA,NA,NA,NA,1666.005747,7.820409747,1126
1736.B47b.1111,NA,NA,NA,NA,NA,NA,NA,NA,1503.122699,7.539460541,1016
1736.B5.0111,NA,NA,NA,NA,NA,NA,NA,NA,1657.989071,7.712265064,1123
1736.B5.0710,NA,NA,NA,NA,NA,NA,NA,NA,1791.637255,8.394096542,1292
1736.B5.1109,NA,NA,NA,NA,NA,NA,NA,NA,1943.073395,8.490458814,1343
1736.B5.1211,NA,NA,NA,NA,NA,NA,NA,NA,1835.234234,8.463630915,1326
1736.B50b.0111,NA,NA,NA,NA,NA,NA,NA,NA,1817.397906,8.048062657,1213
1736.B50b.0610,NA,NA,NA,NA,NA,NA,NA,NA,1924.349206,8.047589617,1259
1736.B50b.0611,NA,NA,NA,NA,NA,NA,NA,NA,1819.490196,8.129676806,1237
1736.B50b.1009,NA,NA,NA,NA,NA,NA,NA,NA,1955.15544,8.250049213,1280
1736.B57.0510,NA,NA,NA,NA,NA,NA,NA,NA,1735.409574,8.187540367,1217
1736.B57.0611,NA,NA,NA,NA,NA,NA,NA,NA,1909.729858,8.196886121,1297
1736.B57.1109,NA,NA,NA,NA,NA,NA,NA,NA,1951.162679,8.56450426,1335
1736.B57.1111,NA,NA,NA,NA,NA,NA,NA,NA,1863.005291,8.250668332,1242
1736.B6.0510,NA,NA,NA,NA,NA,NA,NA,NA,1793.870968,8.466080223,1301
1736.B6.0611,NA,NA,NA,NA,NA,NA,NA,NA,1781.98,8.155465657,1261
1736.B6.0711,NA,NA,NA,NA,NA,NA,NA,NA,1768.43299,8.341869757,1250
1736.B6.1109,NA,NA,NA,NA,NA,NA,NA,NA,1920.902062,8.280509635,1283
1736.B6.1110,NA,NA,NA,NA,NA,NA,NA,NA,2089,8.64015799,1365
1736.B7.0510,NA,NA,NA,NA,NA,NA,NA,NA,2074.38806,8.420722802,1326
1736.B7.0709,NA,NA,NA,NA,NA,NA,NA,NA,1869.333333,8.528107298,1279
1736.B7.1109,NA,NA,NA,NA,NA,NA,NA,NA,1988.069767,8.787190296,1382
1736.B7.1111,NA,NA,NA,NA,NA,NA,NA,NA,1890.916201,8.450688738,1246
1736.B8.0609,NA,NA,NA,NA,NA,NA,NA,NA,1918.900524,8.180564819,1234
1736.B8.1109,NA,NA,NA,NA,NA,NA,NA,NA,1938.54185,8.537754226,1369
1736.B8.1110,NA,NA,NA,NA,NA,NA,NA,NA,1912.50463,8.484452557,1328
1736.B8.1111,NA,NA,NA,NA,NA,NA,NA,NA,2007.396135,8.611306891,1353
1736.O11.0111,NA,NA,NA,NA,NA,NA,NA,NA,1520.042857,7.590241385,981
1736.O11.0709,NA,NA,NA,NA,NA,NA,NA,NA,1790.165746,8.093629034,1189
1736.O11.0710,NA,NA,NA,NA,NA,NA,NA,NA,1835.519802,8.127741179,1240
1736.O11.0711,NA,NA,NA,NA,NA,NA,NA,NA,1648.167568,8.016741301,1168
1736.O11.1109,NA,NA,NA,NA,NA,NA,NA,NA,2042.53012,8.244714055,1239
1736.O12.0211,NA,NA,NA,NA,NA,NA,NA,NA,1710.040462,8.253887776,1139
1736.O12.0610,NA,NA,NA,NA,NA,NA,NA,NA,1573.751412,7.889700332,1079
1736.O12.0611,NA,NA,NA,NA,NA,NA,NA,NA,1646.1875,8.065314285,1151
1736.O12.1109,NA,NA,NA,NA,NA,NA,NA,NA,1960.714286,8.375913962,1328
1736.O12.1111,NA,NA,NA,NA,NA,NA,NA,NA,1747.075472,7.625975671,1086
1736.O13.0709,NA,NA,NA,NA,NA,NA,NA,NA,1916.048544,8.116207102,1261
1736.O13.0710,NA,NA,NA,NA,NA,NA,NA,NA,2078.858696,8.223192585,1285
1736.O13.1109,NA,NA,NA,NA,NA,NA,NA,NA,2050.005,8.591195141,1357
1736.O14.0510,NA,NA,NA,NA,NA,NA,NA,NA,2010.133971,8.476501395,1352
1736.O14.0709,NA,NA,NA,NA,NA,NA,NA,NA,1761.06701,8.347963211,1238
1736.O14.0811,NA,NA,NA,NA,NA,NA,NA,NA,1715.179775,8.358326603,1209
1736.O14.1109,NA,NA,NA,NA,NA,NA,NA,NA,1943.84058,8.362268273,1346
1736.O15.0609,NA,NA,NA,NA,NA,NA,NA,NA,1785.5,8.033437752,1191
1736.O15.0610,NA,NA,NA,NA,NA,NA,NA,NA,2034.072165,8.290904856,1306
1736.O15.0611,NA,NA,NA,NA,NA,NA,NA,NA,1826.882353,8.182817873,1242
1736.O15.1109,NA,NA,NA,NA,NA,NA,NA,NA,1888.703704,8.549910433,1365
1736.O15.1211,NA,NA,NA,NA,NA,NA,NA,NA,1651.464286,7.912309905,1105
1736.O16.0710,NA,NA,NA,NA,NA,NA,NA,NA,1837.056604,8.169433859,1258
1736.O16.1109,NA,NA,NA,NA,NA,NA,NA,NA,1880.925764,8.175062874,1323
1736.O16.1211,NA,NA,NA,NA,NA,NA,NA,NA,1661.827586,7.758619252,1055
1736.O17b.0609,NA,NA,NA,NA,NA,NA,NA,NA,1876.9375,8.212875858,1240
1736.O17b.0610,NA,NA,NA,NA,NA,NA,NA,NA,1924.121359,8.39007711,1333
1736.O17b.0611,NA,NA,NA,NA,NA,NA,NA,NA,1841.947115,8.25226978,1273
1736.O17b.1109,NA,NA,NA,NA,NA,NA,NA,NA,1986.376812,8.374540301,1337
1736.O17b.1110,NA,NA,NA,NA,NA,NA,NA,NA,1872.626943,8.332353327,1272
1736.O17b.1111,NA,NA,NA,NA,NA,NA,NA,NA,1962.901869,8.358914223,1354
1736.O18.0211,NA,NA,NA,NA,NA,NA,NA,NA,1339.711111,7.28280455,869
1736.O18.0610,NA,NA,NA,NA,NA,NA,NA,NA,1714.902174,8.132101704,1178
1736.O18.0611,NA,NA,NA,NA,NA,NA,NA,NA,1505.397959,7.808879845,1088
1736.O18.1109,NA,NA,NA,NA,NA,NA,NA,NA,2024.606218,8.426803252,1301
1736.O18.1111,NA,NA,NA,NA,NA,NA,NA,NA,1748.19697,8.108615997,1201
1736.O19.0211,NA,NA,NA,NA,NA,NA,NA,NA,1570.387755,7.334500804,986
1736.O19.0510,NA,NA,NA,NA,NA,NA,NA,NA,1777.28125,7.887945988,1186
1736.O19.0711,NA,NA,NA,NA,NA,NA,NA,NA,1956.939698,8.274382586,1297
1736.O19.1109,NA,NA,NA,NA,NA,NA,NA,NA,1935.884422,8.403218339,1309
1736.O20.0110,NA,NA,NA,NA,NA,NA,NA,NA,1872.35545,7.985274292,1274
1736.O20.0111,NA,NA,NA,NA,NA,NA,NA,NA,1622.195804,7.559210212,1033
1736.O20.0610,NA,NA,NA,NA,NA,NA,NA,NA,1951.278846,8.240067966,1310
1736.O20.0611,NA,NA,NA,NA,NA,NA,NA,NA,1872.719577,8.084782306,1244
1736.O22.0510,NA,NA,NA,NA,NA,NA,NA,NA,1868.015464,8.264597447,1268
1736.O22.0709,NA,NA,NA,NA,NA,NA,NA,NA,1791.780612,8.295045756,1239
1736.O22.0811,NA,NA,NA,NA,NA,NA,NA,NA,1563.72067,8.09857943,1129
1736.O22.1109,NA,NA,NA,NA,NA,NA,NA,NA,1795.487437,8.215931084,1244
1736.O22.1110,NA,NA,NA,NA,NA,NA,NA,NA,1813.497758,8.434486287,1285
1736.O22.1211,NA,NA,NA,NA,NA,NA,NA,NA,1768.163743,8.146024243,1180
1736.O23b.0510,NA,NA,NA,NA,NA,NA,NA,NA,1854.555024,8.36803527,1286
1736.O23b.0709,NA,NA,NA,NA,NA,NA,NA,NA,1960.818182,8.276885036,1264
1736.O23b.0711,NA,NA,NA,NA,NA,NA,NA,NA,1814.834146,8.37823734,1268
1736.O23b.1109,NA,NA,NA,NA,NA,NA,NA,NA,1862.513514,8.593403333,1336
1736.O23b.1110,NA,NA,NA,NA,NA,NA,NA,NA,1796.815451,8.267595859,1291
1736.O24.0211,NA,NA,NA,NA,NA,NA,NA,NA,1649.489362,7.911592332,1075
1736.O24.0611,NA,NA,NA,NA,NA,NA,NA,NA,1777.442623,8.270892474,1218
1736.O24.0709,NA,NA,NA,NA,NA,NA,NA,NA,1725.924623,8.063843382,1216
1736.O24.1109,NA,NA,NA,NA,NA,NA,NA,NA,1879.041667,8.462181555,1313
1736.O26b.0610,NA,NA,NA,NA,NA,NA,NA,NA,1816.755556,8.27153486,1220
1736.O26b.0611,NA,NA,NA,NA,NA,NA,NA,NA,1881.11413,8.126205943,1230
1736.O26b.1110,NA,NA,NA,NA,NA,NA,NA,NA,1845.61194,8.376388336,1252
1736.O26b.1111,NA,NA,NA,NA,NA,NA,NA,NA,1195.869565,7.680456096,888
1736.O27.0611,NA,NA,NA,NA,NA,NA,NA,NA,1706.511848,8.067080772,1204
1736.O29b.0111,NA,NA,NA,NA,NA,NA,NA,NA,1465.036364,7.94551038,1024
1736.O29b.0611,NA,NA,NA,NA,NA,NA,NA,NA,1840.586387,8.17310723,1221
1736.O29b.0709,NA,NA,NA,NA,NA,NA,NA,NA,1847.225434,8.384090653,1229
1736.O29b.1109,NA,NA,NA,NA,NA,NA,NA,NA,2086.305419,8.51929896,1380
1736.O31.1111,NA,NA,NA,NA,NA,NA,NA,NA,1570.704663,8.107639206,1151
1736.O32c.0211,NA,NA,NA,NA,NA,NA,NA,NA,1480.3,7.359148232,972
1736.O32c.0810,NA,NA,NA,NA,NA,NA,NA,NA,992.96875,7.750419936,620
1736.O32c.1111,NA,NA,NA,NA,NA,NA,NA,NA,1812.212644,7.817293914,1146
1736.O33.0810,NA,NA,NA,NA,NA,NA,NA,NA,1957.626794,8.309159609,1307
1736.O33.1109,NA,NA,NA,NA,NA,NA,NA,NA,1869.858974,8.466483837,1341
1736.O34.0211,NA,NA,NA,NA,NA,NA,NA,NA,1466.862903,7.574910679,937
1736.O34.1109,NA,NA,NA,NA,NA,NA,NA,NA,1828.273543,8.303237694,1280
1736.O35.0110,NA,NA,NA,NA,NA,NA,NA,NA,1595.428571,7.968004819,1085
1736.O35.0709,NA,NA,NA,NA,NA,NA,NA,NA,1787.915094,8.461319575,1305
1736.O35.0710,NA,NA,NA,NA,NA,NA,NA,NA,1904.25,7.99509234,1278
1736.O36.0211,NA,NA,NA,NA,NA,NA,NA,NA,1742.64,8.018868844,1087
1736.O36.0610,NA,NA,NA,NA,NA,NA,NA,NA,1914.914894,7.797710625,1238
1736.O36.0809,NA,NA,NA,NA,NA,NA,NA,NA,1910.797297,8.368938404,1333
1736.O36.1109,NA,NA,NA,NA,NA,NA,NA,NA,1913.081081,8.314508615,1333
1736.O37.0611,NA,NA,NA,NA,NA,NA,NA,NA,1852.958333,7.880734291,1211
1736.O37.0709,NA,NA,NA,NA,NA,NA,NA,NA,1701.888889,7.878806422,1153
1736.O37.1109,NA,NA,NA,NA,NA,NA,NA,NA,1903.6,8.229017528,1300
1736.O38.0610,NA,NA,NA,NA,NA,NA,NA,NA,1979.68,8.489601553,1373
1736.O38.0711,NA,NA,NA,NA,NA,NA,NA,NA,1787.561905,8.297312232,1256
1736.O38.1109,NA,NA,NA,NA,NA,NA,NA,NA,1926.223256,8.505874521,1339
1736.O4.0211,NA,NA,NA,NA,NA,NA,NA,NA,1665.136095,8.173419702,1132
1736.O4.0610,NA,NA,NA,NA,NA,NA,NA,NA,1690.843243,8.39811526,1222
1736.O4.0611,NA,NA,NA,NA,NA,NA,NA,NA,1731.412698,8.249530795,1204
1736.O4.0709,NA,NA,NA,NA,NA,NA,NA,NA,1902.092025,8.10593905,1185
1736.O4.1109,NA,NA,NA,NA,NA,NA,NA,NA,1801.104545,8.347467823,1272
1736.O4.1211,NA,NA,NA,NA,NA,NA,NA,NA,1792.922652,7.939225544,1184
1736.O40.0609,NA,NA,NA,NA,NA,NA,NA,NA,1823.207254,8.201504787,1257
1736.O40.0610,NA,NA,NA,NA,NA,NA,NA,NA,1986.530172,8.337240145,1380
1736.O41.1109,NA,NA,NA,NA,NA,NA,NA,NA,1944.991228,8.430519333,1344
1736.O41.1111,NA,NA,NA,NA,NA,NA,NA,NA,1980.693548,8.287199852,1258
1736.O43.1109,NA,NA,NA,NA,NA,NA,NA,NA,1936.287671,8.210252681,1301
1736.O44.0210,NA,NA,NA,NA,NA,NA,NA,NA,1666.89759,8.112873472,1119
1736.O44.1210,NA,NA,NA,NA,NA,NA,NA,NA,1570.588235,7.425159928,900
1736.O45b.0610,NA,NA,NA,NA,NA,NA,NA,NA,1819.695431,8.187098156,1241
1736.O45b.0709,NA,NA,NA,NA,NA,NA,NA,NA,1863.416667,8.377791615,1238
1736.O46.0609,NA,NA,NA,NA,NA,NA,NA,NA,1795.333333,7.931297385,1205
1736.O46.0610,NA,NA,NA,NA,NA,NA,NA,NA,1930.549505,8.27638303,1288
1736.O46.0611,NA,NA,NA,NA,NA,NA,NA,NA,1809.516854,8.379050436,1247
1736.O46.1109,NA,NA,NA,NA,NA,NA,NA,NA,1832.309859,8.228694821,1279
1736.O46.1110,NA,NA,NA,NA,NA,NA,NA,NA,1871.556757,8.220157493,1216
1736.O47b.1109,NA,NA,NA,NA,NA,NA,NA,NA,1740.47486,8.029556118,1166
1736.O48.0711,NA,NA,NA,NA,NA,NA,NA,NA,1858.349206,7.917977687,1193
1736.O48.1109,NA,NA,NA,NA,NA,NA,NA,NA,1776.891626,8.369157034,1227
1736.O49.0111,NA,NA,NA,NA,NA,NA,NA,NA,1594.560241,7.827669452,1087
1736.O49.0709,NA,NA,NA,NA,NA,NA,NA,NA,1792.553763,7.923057751,1200
1736.O50.0610,NA,NA,NA,NA,NA,NA,NA,NA,1870.632075,8.354001133,1317
1736.O50.0611,NA,NA,NA,NA,NA,NA,NA,NA,1714,7.98704154,1204
1736.O50.1109,NA,NA,NA,NA,NA,NA,NA,NA,1847.747706,8.401042411,1316
1736.O6.0311,NA,NA,NA,NA,NA,NA,NA,NA,1789.398907,8.242379903,1225
1736.O6.0609,NA,NA,NA,NA,NA,NA,NA,NA,1822.363636,8.327595835,1249
1736.O6.0710,NA,NA,NA,NA,NA,NA,NA,NA,1925.454545,8.458526779,1347
1736.O6.0711,NA,NA,NA,NA,NA,NA,NA,NA,1678.165899,7.800958838,1198
1736.O6.1109,NA,NA,NA,NA,NA,NA,NA,NA,2006.851528,8.418111487,1397
1736.O7.0609,NA,NA,NA,NA,NA,NA,NA,NA,1666.305,8.220780359,1179
1736.O7.0611,NA,NA,NA,NA,NA,NA,NA,NA,1678.184615,8.000720858,1167
1736.O7.1109,NA,NA,NA,NA,NA,NA,NA,NA,2081.148148,8.486387011,1331
1736.O7.1110,NA,NA,NA,NA,NA,NA,NA,NA,1538.721311,7.668102346,1051
1736.O7.1111,NA,NA,NA,NA,NA,NA,NA,NA,1440.83871,7.616356134,986
1736.O8b.0110,NA,NA,NA,NA,NA,NA,NA,NA,1633.120805,7.811207933,1051
